2828 649
41996 1
26324 10
26863 1
32033 3
86331 2
28995 2
86393 1
84234 1
54925 2
77159 1
76942 3
14617 1
9868 1
51857 1
627 5
81147 1
79453 2
24979 1
68813 1
75768 3
6611 12
26070 1
10117 4
58353 1
22620 2
87044 1
8049 3
23136 1
48657 1
86251 5
54459 1
77027 2
65219 1
73337 1
17789 8
54929 1
38202 4
1655 2
27639 2
58588 9
8593 2
4538 78
70282 1
26601 1
84507 2
78506 1
37137 1
9311 8
83978 1
69386 1
80995 2
2558 1
56267 1
75723 1
65577 11
74127 1
57454 4
47885 3
32965 4
48557 2
47364 1
25573 1
80169 1
9608 1
6831 30
52146 2
35768 1
178 290
749 244
81823 1
14486 1
65162 1
63183 15
24951 2
1472 1
30715 1
66902 1
67909 1
47539 1
36406 1
83006 1
71975 1
70076 2
70753 1
73379 1
8736 49
52210 1
27380 7
37450 1
20774 1
39624 42
10065 1
18578 1
53464 11
77292 1
50432 1
20349 1
71603 2
60215 4
12526 1
60412 2
74283 7
85424 1
85421 1
73116 1
49862 1
3465 247
4474 2
5919 1
18991 4
43335 7
35668 1
7902 21
68584 2
70876 8
32725 1
26627 1
66344 4
29241 1
4422 29
44151 1
66382 1
9151 2
71216 4
3050 210
50965 1
80502 7
1932 15
40763 1
40642 1
65427 2
73912 4
55410 2
10592 4
49384 1
32976 8
40122 3
69653 1
25253 1
35132 7
43345 7
17319 2
80157 1
56735 1
46102 1
34805 6
73420 1
44135 2
18651 1
82215 1
39912 1
413 45
36838 2
32801 8
18875 2
74688 1
71010 1
81958 2
13963 1
10427 1
5934 5
30643 1
28429 2
61571 6
26005 1
46175 3
24851 1
74896 4
52563 3
52037 2
66747 1
26056 1
41187 4
25962 1
6321 1
18764 1
19082 1
31142 1
12781 1
6102 2
55801 8
48917 1
78049 1
73664 14
47340 1
27125 1
44224 1
34333 7
6192 23
78785 1
60002 1
9727 1
6097 1
71025 3
79467 2
71606 2
66875 1
1998 1
37672 1
73172 1
30449 4
39465 1
15014 1
23611 2
76608 2
38671 7
72426 1
65126 1
72596 1
69184 1
27680 3
27658 58
86413 1
623 150
58620 3
58049 2
4631 23
50829 4
12132 13
53609 4
72506 1
45991 2
46264 5
27787 3
53455 2
19820 3
57453 4
15543 7
74220 1
35827 1
49192 1
78268 11
86598 2
28207 22
18122 1
60522 1
8413 7
86641 2
26500 1
66031 1
62736 2
64887 1
49875 1
10137 1
53829 1
64784 1
41166 4
47581 2
55012 1
58843 1
57488 1
62926 1
70629 1
2098 82
55184 1
69376 1
44005 1
58910 1
36474 1
71933 1
26623 1
10442 36
86922 1
18817 1
73370 1
83465 1
34233 18
17195 16
13045 1
64553 1
62587 2
53795 1
10716 3
70591 1
1532 7
74545 1
36128 8
66818 1
78603 1
63985 2
6542 9
4222 4
47184 1
30929 1
27435 14
77986 1
46894 1
7030 2
86678 2
8562 10
84781 1
12423 1
35603 2
71905 1
48551 2
48966 1
64550 1
28281 27
43318 5
80418 8
7678 5
50667 1
76963 2
72319 1
67220 1
54380 1
7178 25
74641 1
53338 1
10924 1
51113 1
49167 1
63307 1
44078 2
70153 1
38366 2
53644 1
63266 24
37790 11
38143 5
54954 2
79061 5
42648 5
10718 1
4418 5
59329 1
25301 5
29682 3
60739 1
39780 1
15836 15
4895 1
23910 3
22639 23
25781 1
21862 4
39063 1
17131 1
55494 1
35097 13
64690 2
72052 1
34198 31
22526 2
35525 1
64650 4
21597 3
30410 1
62286 2
11340 1
48868 1
53364 1
60128 1
82641 1
7994 1
32147 1
57967 1
18958 1
73154 2
81532 3
20758 1
7766 1
14790 1
36147 1
86909 1
38142 8
32090 26
50113 1
1496 3
32810 4
86130 9
78932 3
44846 1
45059 24
48566 1
68621 2
45697 19
85403 1
79788 3
5297 101
66497 1
57254 2
59831 11
63058 1
50517 58
57949 1
37439 1
34574 2
37176 1
48546 4
28096 2
20498 6
23768 2
74718 14
31697 4
72561 1
83773 1
34636 3
78988 1
67572 2
45219 1
75091 18
87225 1
60485 10
73752 31
67299 11
48593 1
19842 1
35687 1
66011 1
20999 9
36105 11
71091 1
12009 5
68232 1
39412 1
21720 25
73351 1
69342 1
7660 10
4173 11
29354 1
29057 1
36644 4
20337 1
33715 11
25614 1
8300 3
67482 8
42884 1
2328 1
77215 2
5093 5
52342 2
75247 1
46286 6
72589 1
46411 1
49026 1
15251 1
44825 7
84505 1
55942 8
36743 2
12919 2
72395 1
43032 15
37085 1
42926 11
70869 2
30784 1
12828 63
54492 1
86217 2
67394 1
39024 1
31831 1
36014 3
34326 2
66574 1
44943 1
19926 1
22182 22
18328 23
75256 2
35450 2
990 103
38520 5
56110 1
27359 8
13394 2
37655 3
24235 82
84440 1
58557 4
15136 1
8713 62
85641 1
40654 1
40495 1
59230 3
35796 1
53915 11
56364 1
47653 3
63662 1
63826 2
31321 1
34550 1
17986 14
50751 7
5711 2
73091 1
83007 1
33022 11
77686 3
46480 1
21469 102
22409 1
27799 1
67001 1
74203 8
71160 1
54092 1
3466 232
36063 1
18600 1
62904 4
9268 2
79151 1
24092 3
81254 1
24706 6
5354 15
6471 9
28304 1
43791 1
79670 3
72101 1
86442 1
33450 1
29388 7
35857 1
32430 1
76292 1
10135 2
9075 2
66635 1
24332 1
49138 1
39893 1
84073 1
52570 2
45921 2
81272 1
78858 1
24936 2
36234 1
85618 1
33103 2
50492 50
53851 1
2085 2
49344 1
37872 1
3882 317
84815 1
61525 1
22089 1
32445 1
5554 93
24189 4
49917 1
8409 5
86271 1
31404 7
30248 5
82206 1
1459 1
57750 2
59727 1
23121 1
52733 1
42602 1
85264 1
61544 1
34886 1
4898 1
18103 1
62368 2
30969 1
32804 1
48666 1
82529 1
25620 3
25549 1
86660 2
5682 21
62049 2
62812 1
81305 1
69404 1
2865 14
4361 29
42183 10
18582 1
63877 3
78676 1
73564 1
85012 2
70173 1
4605 3
81456 3
19530 8
29737 7
37343 7
